Name,Year,Student Number,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Status,Subject_6,Subject_7,Subject_8,Final Grade,Subjects Failed,Homework_Question_1,Homework_Question_2,Homework_Question_3,Time Allocation_Question_1,Time Allocation_Question_2,Time Allocation_Question_3,Reading and Note Taking_Question_1,Reading and Note Taking_Question_2,Reading and Note Taking_Question_3,Study Period Procedures_Question_1,Study Period Procedures_Question_2,Study Period Procedures_Question_3,Written Works_Question_1,Written Works_Question_2,Written Works_Question_3,Examination_Question_1,Examination_Question_2,Examination_Question_3
Christine Gardner,3,22954946,4.0,2.0,5.0,3.0,2.5,Irregular,1.75,2.0,,2.89,1,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree
Melissa Travis,4,21884308,4.0,4.0,1.75,3.0,4.0,Regular,,,,3.35,0,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
Samuel Mcmillan,1,24572866,4.0,1.5,5.0,1.0,5.0,Irregular,,,,3.25,2,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree
Ashley Richards,1,24736999,1.0,3.0,1.75,4.0,1.5,Regular,,,,2.34,0,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree
Mary Perkins,2,23134486,1.5,2.25,4.0,1.25,1.25,Regular,1.5,1.5,2.25,1.96,0,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree
Jason Tate,3,22603748,2.0,4.0,2.5,1.25,1.25,Regular,1.25,2.75,,2.14,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree
Jennifer Schultz,1,24410508,1.5,3.0,5.0,1.0,1.75,Irregular,,,,2.52,1,Disagree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree
Renee Wiggins,3,22320606,2.75,2.0,2.25,1.0,2.5,Regular,2.0,1.75,,2.04,0,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree
Sean Martin,1,24489412,3.0,1.0,2.25,3.0,1.75,Regular,,,,2.14,0,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree
Frank Ruiz,4,21187157,1.5,2.75,2.5,5.0,5.0,Irregular,,,,3.35,2,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree
Heather Gray,4,21389615,3.0,1.25,4.0,2.75,2.5,Regular,,,,2.7,0,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree
Heather Wilson,4,21247874,2.75,1.0,2.25,1.25,3.0,Regular,,,,2.05,0,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree
Cory Stout,2,23879913,5.0,2.75,2.25,2.5,1.75,Irregular,2.25,1.0,1.0,2.2,1,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
Kristen Robinson,2,23959504,1.5,2.25,2.25,1.75,4.0,Regular,2.75,1.0,1.5,2.15,0,Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree
Barbara Cain,1,24416940,5.0,2.75,2.5,1.0,1.75,Irregular,,,,2.43,1,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree
Robert Ruiz,1,24463907,1.75,2.5,3.0,3.0,2.5,Regular,,,,2.61,0,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree
Mr. Mark Mccarty,2,23964443,2.0,3.0,5.0,2.75,2.75,Irregular,1.25,1.0,2.25,2.52,1,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree
Joseph Ayala,4,21028197,4.0,1.75,1.0,2.0,2.0,Regular,,,,2.15,0,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
Melvin Foster,4,21931288,4.0,4.0,1.5,2.0,4.0,Regular,,,,3.1,0,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree
Elizabeth Jones,3,22027509,5.0,5.0,2.0,1.25,2.0,Irregular,1.25,3.0,,2.79,2,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
Nicole Mckee,2,23418960,1.25,3.0,5.0,1.5,1.5,Irregular,3.0,1.0,2.25,2.36,1,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree
Zachary Pittman,3,22109455,1.5,4.0,2.5,1.25,2.25,Regular,3.0,1.5,,2.29,0,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree
Thomas West,1,24389430,2.5,5.0,1.5,4.0,1.25,Irregular,,,,2.88,1,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree
Ryan Mcguire,4,21899725,5.0,2.0,4.0,1.75,1.25,Irregular,,,,2.8,1,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
Barbara Holden,4,21624290,2.75,4.0,2.0,1.75,5.0,Irregular,,,,3.1,1,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree
Suzanne Braun,4,21799073,2.25,1.5,1.75,2.75,3.0,Regular,,,,2.25,0,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree
Richard Ramirez,4,21856080,2.5,2.25,2.0,1.5,2.0,Regular,,,,2.05,0,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree
Lisa Graham,2,23482128,1.75,2.5,2.5,2.75,2.75,Regular,4.0,2.5,2.5,2.7,0,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree
Yvonne Vargas,4,21961311,5.0,2.5,2.25,3.0,1.0,Irregular,,,,2.75,1,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree
Christopher Ford,3,22282783,1.0,5.0,2.75,1.5,3.0,Irregular,1.75,2.0,,2.43,1,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree
Kylie Patel,4,21099421,5.0,2.75,5.0,5.0,2.5,Irregular,,,,4.05,3,Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree
Dr. Sabrina Wallace,3,22054144,1.5,2.25,5.0,2.0,3.0,Irregular,1.25,4.0,,2.71,1,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree
Rebecca Ho,1,24490538,1.75,1.0,1.0,2.75,2.75,Regular,,,,1.86,0,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree
Amanda Cooper,1,24235516,2.75,2.0,3.0,1.75,1.25,Regular,,,,2.11,0,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree
Amy Phillips,4,21775016,4.0,5.0,1.0,4.0,1.25,Irregular,,,,3.05,1,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree
Adrian Gutierrez,3,22425155,3.0,1.0,2.0,5.0,3.0,Irregular,1.75,2.5,,2.61,1,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree
Miranda Hatfield,4,21415835,1.5,1.5,2.75,2.0,1.0,Regular,,,,1.75,0,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree
Teresa Hill,4,21198521,4.0,2.5,2.0,3.0,5.0,Irregular,,,,3.3,1,Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree
Tiffany Roberts,4,21687306,1.5,1.0,1.75,2.0,2.5,Regular,,,,1.75,0,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree
Shaun Collier,3,22027758,1.5,2.0,1.25,4.0,3.0,Irregular,5.0,2.25,,2.71,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree
Sherry West,3,22544601,2.25,3.0,5.0,1.0,4.0,Irregular,1.0,2.25,,2.64,1,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree
Crystal Holt,4,21904927,2.75,1.5,2.0,2.75,1.0,Regular,,,,2.0,0,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
Aaron Jones,3,22857170,2.75,2.75,2.25,3.0,2.25,Regular,3.0,4.0,,2.86,0,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
Rachel Chase,4,21422768,1.75,1.75,5.0,1.5,1.25,Irregular,,,,2.25,1,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Disagree
Holly Hendricks,4,21222232,2.25,1.75,3.0,2.5,1.25,Regular,,,,2.15,0,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree
Rebecca Faulkner,3,22927430,2.0,5.0,1.5,1.0,4.0,Irregular,1.5,2.25,,2.46,1,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree
James Savage,4,21379958,4.0,1.5,1.5,2.25,1.0,Regular,,,,2.05,0,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Disagree
Stephanie Smith,2,23387422,3.0,4.0,2.0,2.5,1.0,Regular,3.0,3.0,1.5,2.48,0,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree
Mary Reid,3,22576866,2.0,2.25,1.25,1.5,1.25,Regular,3.0,1.25,,1.79,0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree
George Hendricks,4,21494488,5.0,2.75,2.5,4.0,1.0,Irregular,,,,3.05,1,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree
Thomas Gomez,4,21870795,1.0,2.25,2.0,1.5,2.5,Regular,,,,1.85,0,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree
Megan White,2,23354663,1.25,2.25,1.5,1.25,3.0,Regular,1.5,2.5,3.0,2.07,0,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree
Brenda Moore,1,24862243,2.75,1.5,5.0,1.5,2.75,Irregular,,,,2.7,1,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree
James Johnson,2,23703357,5.0,5.0,3.0,2.0,2.25,Irregular,1.0,4.0,5.0,3.34,3,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree
Michael Schwartz,2,23638745,2.25,1.5,4.0,2.5,1.25,Irregular,2.0,5.0,4.0,2.84,1,Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree
Allison Castillo,2,23114180,2.0,3.0,2.5,3.0,4.0,Regular,3.0,2.5,1.75,2.75,0,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree
Cindy Wright,4,21286160,4.0,3.0,1.0,1.5,3.0,Regular,,,,2.5,0,Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree
Andrew Massey,2,23815848,1.5,3.0,2.0,2.5,2.5,Regular,1.0,2.75,1.25,2.09,0,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
Cynthia Kim,4,21349714,1.25,1.5,2.0,4.0,1.0,Regular,,,,1.95,0,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
Sean Galloway,3,22156140,2.0,1.5,1.5,1.5,2.5,Regular,2.5,2.75,,2.04,0,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree
Cheryl Hall,1,24348820,2.75,2.25,3.0,3.0,1.0,Regular,,,,2.38,0,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree
Stephanie Martin,3,22712411,5.0,3.0,1.75,1.0,2.25,Irregular,5.0,1.75,,2.82,2,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree
Julia Perez,2,23323603,1.0,1.0,2.75,3.0,5.0,Irregular,1.0,1.0,4.0,2.4,1,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree
Debbie Sweeney,1,24310336,2.25,3.0,2.75,1.75,1.75,Regular,,,,2.3,0,Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree
Erin Hess,4,21066799,1.5,1.25,1.0,1.75,4.0,Regular,,,,1.9,0,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree
Ronald Walker,1,24848942,2.0,2.5,3.0,2.5,2.25,Regular,,,,2.48,0,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree
Shaun Russell,1,24909423,1.0,2.0,2.25,4.0,1.75,Regular,,,,2.29,0,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree
Michelle Hart,4,21233724,2.25,2.0,3.0,3.0,3.0,Regular,,,,2.65,0,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree
Emma Hughes,2,23170442,2.25,3.0,2.25,1.0,2.75,Irregular,5.0,2.0,2.75,2.64,1,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree
Colleen Taylor,4,21343258,1.75,4.0,2.5,1.5,1.25,Regular,,,,2.2,0,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree
Danielle Martin,2,23983509,5.0,1.0,4.0,2.75,1.5,Irregular,2.25,1.5,4.0,2.65,1,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree
Catherine Wright,3,22427807,2.75,2.0,2.25,4.0,2.0,Regular,2.0,4.0,,2.71,0,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree
Joseph Cervantes,2,23694591,1.5,4.0,1.25,1.75,1.25,Regular,1.0,1.75,3.0,1.96,0,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree
Chloe Ellis,3,22205945,2.75,2.0,3.0,3.0,4.0,Regular,4.0,1.5,,2.89,0,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree
Gary Newton,1,24141305,1.75,2.0,1.0,5.0,2.0,Irregular,,,,2.39,1,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree
Karen Lane,4,21171743,2.0,1.5,1.0,2.25,4.0,Regular,,,,2.15,0,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Agree
Carly Huynh,3,22365948,2.25,1.75,1.25,1.5,1.0,Regular,2.5,2.25,,1.79,0,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree
Michael Jackson,3,22254142,3.0,5.0,4.0,2.75,1.0,Irregular,2.5,1.25,,2.79,1,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree
Elizabeth Bailey,1,24492635,5.0,2.75,1.25,1.5,3.0,Irregular,,,,2.54,1,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree
William Cisneros,3,22182284,1.75,2.75,2.5,5.0,2.25,Irregular,5.0,2.25,,3.07,2,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree
Jordan Russell,3,22739594,2.5,2.75,1.75,1.5,2.5,Irregular,1.75,5.0,,2.54,1,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree
